OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
8200,MZ,MOZ,Mozambique,2020-05-02T00:00:00.000Z,3,79,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
8201,MZ,MOZ,Mozambique,2020-05-03T00:00:00.000Z,0,79,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
8202,MZ,MOZ,Mozambique,2020-05-04T00:00:00.000Z,1,80,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
8203,MZ,MOZ,Mozambique,2020-05-05T00:00:00.000Z,0,80,0,0,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
8204,MM,MMR,Myanmar,2020-03-24T00:00:00.000Z,2,2,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8205,MM,MMR,Myanmar,2020-03-25T00:00:00.000Z,1,3,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8206,MM,MMR,Myanmar,2020-03-26T00:00:00.000Z,0,3,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8207,MM,MMR,Myanmar,2020-03-27T00:00:00.000Z,2,5,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8208,MM,MMR,Myanmar,2020-03-28T00:00:00.000Z,0,5,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8209,MM,MMR,Myanmar,2020-03-29T00:00:00.000Z,3,8,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8210,MM,MMR,Myanmar,2020-03-30T00:00:00.000Z,2,10,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8211,MM,MMR,Myanmar,2020-03-31T00:00:00.000Z,4,14,0,0,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8212,MM,MMR,Myanmar,2020-04-01T00:00:00.000Z,1,15,1,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8213,MM,MMR,Myanmar,2020-04-02T00:00:00.000Z,1,16,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8214,MM,MMR,Myanmar,2020-04-03T00:00:00.000Z,4,20,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8215,MM,MMR,Myanmar,2020-04-04T00:00:00.000Z,0,20,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8216,MM,MMR,Myanmar,2020-04-05T00:00:00.000Z,1,21,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8217,MM,MMR,Myanmar,2020-04-06T00:00:00.000Z,0,21,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8218,MM,MMR,Myanmar,2020-04-07T00:00:00.000Z,1,22,0,1,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8219,MM,MMR,Myanmar,2020-04-08T00:00:00.000Z,0,22,2,3,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8220,MM,MMR,Myanmar,2020-04-09T00:00:00.000Z,0,22,0,3,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8221,MM,MMR,Myanmar,2020-04-10T00:00:00.000Z,5,27,0,3,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8222,MM,MMR,Myanmar,2020-04-11T00:00:00.000Z,1,28,0,3,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8223,MM,MMR,Myanmar,2020-04-12T00:00:00.000Z,10,38,0,3,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8224,MM,MMR,Myanmar,2020-04-13T00:00:00.000Z,3,41,1,4,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8225,MM,MMR,Myanmar,2020-04-14T00:00:00.000Z,21,62,0,4,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8226,MM,MMR,Myanmar,2020-04-15T00:00:00.000Z,12,74,0,4,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8227,MM,MMR,Myanmar,2020-04-16T00:00:00.000Z,11,85,0,4,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8228,MM,MMR,Myanmar,2020-04-17T00:00:00.000Z,0,85,0,4,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8229,MM,MMR,Myanmar,2020-04-18T00:00:00.000Z,9,94,1,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8230,MM,MMR,Myanmar,2020-04-19T00:00:00.000Z,13,107,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8231,MM,MMR,Myanmar,2020-04-20T00:00:00.000Z,4,111,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8232,MM,MMR,Myanmar,2020-04-21T00:00:00.000Z,8,119,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8233,MM,MMR,Myanmar,2020-04-22T00:00:00.000Z,2,121,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8234,MM,MMR,Myanmar,2020-04-23T00:00:00.000Z,6,127,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8235,MM,MMR,Myanmar,2020-04-24T00:00:00.000Z,12,139,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8236,MM,MMR,Myanmar,2020-04-25T00:00:00.000Z,5,144,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8237,MM,MMR,Myanmar,2020-04-26T00:00:00.000Z,2,146,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8238,MM,MMR,Myanmar,2020-04-27T00:00:00.000Z,0,146,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8239,MM,MMR,Myanmar,2020-04-28T00:00:00.000Z,0,146,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8240,MM,MMR,Myanmar,2020-04-29T00:00:00.000Z,4,150,0,5,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8241,MM,MMR,Myanmar,2020-04-30T00:00:00.000Z,0,150,1,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8242,MM,MMR,Myanmar,2020-05-01T00:00:00.000Z,1,151,0,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8243,MM,MMR,Myanmar,2020-05-02T00:00:00.000Z,0,151,0,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8244,MM,MMR,Myanmar,2020-05-03T00:00:00.000Z,0,151,0,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8245,MM,MMR,Myanmar,2020-05-04T00:00:00.000Z,4,155,0,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8246,MM,MMR,Myanmar,2020-05-05T00:00:00.000Z,6,161,0,6,缅甸,Myanmar,Myanmar,Мьянма,ميانمار
8247,NA,NAM,Namibia,2020-03-14T00:00:00.000Z,2,2,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8248,NA,NAM,Namibia,2020-03-15T00:00:00.000Z,0,2,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8249,NA,NAM,Namibia,2020-03-16T00:00:00.000Z,0,2,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8250,NA,NAM,Namibia,2020-03-17T00:00:00.000Z,0,2,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8251,NA,NAM,Namibia,2020-03-18T00:00:00.000Z,0,2,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8252,NA,NAM,Namibia,2020-03-19T00:00:00.000Z,1,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8253,NA,NAM,Namibia,2020-03-20T00:00:00.000Z,0,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8254,NA,NAM,Namibia,2020-03-21T00:00:00.000Z,0,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8255,NA,NAM,Namibia,2020-03-22T00:00:00.000Z,0,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8256,NA,NAM,Namibia,2020-03-23T00:00:00.000Z,0,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8257,NA,NAM,Namibia,2020-03-24T00:00:00.000Z,0,3,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8258,NA,NAM,Namibia,2020-03-25T00:00:00.000Z,1,4,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8259,NA,NAM,Namibia,2020-03-26T00:00:00.000Z,4,8,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8260,NA,NAM,Namibia,2020-03-27T00:00:00.000Z,0,8,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8261,NA,NAM,Namibia,2020-03-28T00:00:00.000Z,0,8,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8262,NA,NAM,Namibia,2020-03-29T00:00:00.000Z,3,11,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8263,NA,NAM,Namibia,2020-03-30T00:00:00.000Z,0,11,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8264,NA,NAM,Namibia,2020-03-31T00:00:00.000Z,0,11,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8265,NA,NAM,Namibia,2020-04-01T00:00:00.000Z,0,11,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8266,NA,NAM,Namibia,2020-04-02T00:00:00.000Z,2,13,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8267,NA,NAM,Namibia,2020-04-03T00:00:00.000Z,0,13,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8268,NA,NAM,Namibia,2020-04-04T00:00:00.000Z,0,13,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8269,NA,NAM,Namibia,2020-04-05T00:00:00.000Z,1,14,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8270,NA,NAM,Namibia,2020-04-06T00:00:00.000Z,2,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8271,NA,NAM,Namibia,2020-04-07T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8272,NA,NAM,Namibia,2020-04-08T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8273,NA,NAM,Namibia,2020-04-09T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8274,NA,NAM,Namibia,2020-04-10T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8275,NA,NAM,Namibia,2020-04-11T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8276,NA,NAM,Namibia,2020-04-12T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8277,NA,NAM,Namibia,2020-04-13T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8278,NA,NAM,Namibia,2020-04-14T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8279,NA,NAM,Namibia,2020-04-15T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8280,NA,NAM,Namibia,2020-04-16T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8281,NA,NAM,Namibia,2020-04-17T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8282,NA,NAM,Namibia,2020-04-18T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8283,NA,NAM,Namibia,2020-04-19T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8284,NA,NAM,Namibia,2020-04-20T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8285,NA,NAM,Namibia,2020-04-21T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8286,NA,NAM,Namibia,2020-04-22T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8287,NA,NAM,Namibia,2020-04-23T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8288,NA,NAM,Namibia,2020-04-24T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8289,NA,NAM,Namibia,2020-04-25T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8290,NA,NAM,Namibia,2020-04-26T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8291,NA,NAM,Namibia,2020-04-27T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8292,NA,NAM,Namibia,2020-04-28T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8293,NA,NAM,Namibia,2020-04-29T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8294,NA,NAM,Namibia,2020-04-30T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8295,NA,NAM,Namibia,2020-05-01T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8296,NA,NAM,Namibia,2020-05-02T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8297,NA,NAM,Namibia,2020-05-03T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8298,NA,NAM,Namibia,2020-05-04T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8299,NA,NAM,Namibia,2020-05-05T00:00:00.000Z,0,16,0,0,纳米比亚,Namibie,Namibia,Намибия,ناميبيا
8300,NP,NPL,Nepal,2020-01-23T00:00:00.000Z,1,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8301,NP,NPL,Nepal,2020-01-24T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8302,NP,NPL,Nepal,2020-01-25T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8303,NP,NPL,Nepal,2020-01-26T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8304,NP,NPL,Nepal,2020-01-27T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8305,NP,NPL,Nepal,2020-01-28T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8306,NP,NPL,Nepal,2020-01-29T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8307,NP,NPL,Nepal,2020-01-30T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8308,NP,NPL,Nepal,2020-01-31T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8309,NP,NPL,Nepal,2020-02-01T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8310,NP,NPL,Nepal,2020-02-02T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8311,NP,NPL,Nepal,2020-02-03T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8312,NP,NPL,Nepal,2020-02-04T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8313,NP,NPL,Nepal,2020-02-05T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8314,NP,NPL,Nepal,2020-02-06T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8315,NP,NPL,Nepal,2020-02-07T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8316,NP,NPL,Nepal,2020-02-08T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8317,NP,NPL,Nepal,2020-02-09T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8318,NP,NPL,Nepal,2020-02-10T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8319,NP,NPL,Nepal,2020-02-11T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8320,NP,NPL,Nepal,2020-02-12T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8321,NP,NPL,Nepal,2020-02-13T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8322,NP,NPL,Nepal,2020-02-14T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8323,NP,NPL,Nepal,2020-02-15T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8324,NP,NPL,Nepal,2020-02-16T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8325,NP,NPL,Nepal,2020-02-17T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8326,NP,NPL,Nepal,2020-02-18T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8327,NP,NPL,Nepal,2020-02-19T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8328,NP,NPL,Nepal,2020-02-20T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8329,NP,NPL,Nepal,2020-02-21T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8330,NP,NPL,Nepal,2020-02-22T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8331,NP,NPL,Nepal,2020-02-23T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8332,NP,NPL,Nepal,2020-02-24T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8333,NP,NPL,Nepal,2020-02-25T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8334,NP,NPL,Nepal,2020-02-26T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8335,NP,NPL,Nepal,2020-02-27T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8336,NP,NPL,Nepal,2020-02-28T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8337,NP,NPL,Nepal,2020-02-29T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8338,NP,NPL,Nepal,2020-03-01T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8339,NP,NPL,Nepal,2020-03-02T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8340,NP,NPL,Nepal,2020-03-03T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8341,NP,NPL,Nepal,2020-03-04T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8342,NP,NPL,Nepal,2020-03-05T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8343,NP,NPL,Nepal,2020-03-06T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8344,NP,NPL,Nepal,2020-03-07T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8345,NP,NPL,Nepal,2020-03-08T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8346,NP,NPL,Nepal,2020-03-09T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8347,NP,NPL,Nepal,2020-03-10T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8348,NP,NPL,Nepal,2020-03-11T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8349,NP,NPL,Nepal,2020-03-12T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8350,NP,NPL,Nepal,2020-03-13T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8351,NP,NPL,Nepal,2020-03-14T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8352,NP,NPL,Nepal,2020-03-15T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8353,NP,NPL,Nepal,2020-03-16T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8354,NP,NPL,Nepal,2020-03-17T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8355,NP,NPL,Nepal,2020-03-18T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8356,NP,NPL,Nepal,2020-03-19T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8357,NP,NPL,Nepal,2020-03-20T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8358,NP,NPL,Nepal,2020-03-21T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8359,NP,NPL,Nepal,2020-03-22T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8360,NP,NPL,Nepal,2020-03-23T00:00:00.000Z,0,1,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8361,NP,NPL,Nepal,2020-03-24T00:00:00.000Z,1,2,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8362,NP,NPL,Nepal,2020-03-25T00:00:00.000Z,0,2,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8363,NP,NPL,Nepal,2020-03-26T00:00:00.000Z,1,3,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8364,NP,NPL,Nepal,2020-03-27T00:00:00.000Z,0,3,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8365,NP,NPL,Nepal,2020-03-28T00:00:00.000Z,0,3,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8366,NP,NPL,Nepal,2020-03-29T00:00:00.000Z,2,5,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8367,NP,NPL,Nepal,2020-03-30T00:00:00.000Z,0,5,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8368,NP,NPL,Nepal,2020-03-31T00:00:00.000Z,0,5,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8369,NP,NPL,Nepal,2020-04-01T00:00:00.000Z,0,5,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8370,NP,NPL,Nepal,2020-04-02T00:00:00.000Z,0,5,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8371,NP,NPL,Nepal,2020-04-03T00:00:00.000Z,1,6,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8372,NP,NPL,Nepal,2020-04-04T00:00:00.000Z,0,6,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8373,NP,NPL,Nepal,2020-04-05T00:00:00.000Z,3,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8374,NP,NPL,Nepal,2020-04-06T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8375,NP,NPL,Nepal,2020-04-07T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8376,NP,NPL,Nepal,2020-04-08T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8377,NP,NPL,Nepal,2020-04-09T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8378,NP,NPL,Nepal,2020-04-10T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8379,NP,NPL,Nepal,2020-04-11T00:00:00.000Z,0,9,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8380,NP,NPL,Nepal,2020-04-12T00:00:00.000Z,3,12,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8381,NP,NPL,Nepal,2020-04-13T00:00:00.000Z,2,14,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8382,NP,NPL,Nepal,2020-04-14T00:00:00.000Z,2,16,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8383,NP,NPL,Nepal,2020-04-15T00:00:00.000Z,0,16,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8384,NP,NPL,Nepal,2020-04-16T00:00:00.000Z,0,16,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8385,NP,NPL,Nepal,2020-04-17T00:00:00.000Z,0,16,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8386,NP,NPL,Nepal,2020-04-18T00:00:00.000Z,14,30,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8387,NP,NPL,Nepal,2020-04-19T00:00:00.000Z,1,31,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8388,NP,NPL,Nepal,2020-04-20T00:00:00.000Z,0,31,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8389,NP,NPL,Nepal,2020-04-21T00:00:00.000Z,1,32,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8390,NP,NPL,Nepal,2020-04-22T00:00:00.000Z,10,42,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8391,NP,NPL,Nepal,2020-04-23T00:00:00.000Z,3,45,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8392,NP,NPL,Nepal,2020-04-24T00:00:00.000Z,3,48,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8393,NP,NPL,Nepal,2020-04-25T00:00:00.000Z,1,49,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8394,NP,NPL,Nepal,2020-04-26T00:00:00.000Z,2,51,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8395,NP,NPL,Nepal,2020-04-27T00:00:00.000Z,1,52,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8396,NP,NPL,Nepal,2020-04-28T00:00:00.000Z,0,52,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8397,NP,NPL,Nepal,2020-04-29T00:00:00.000Z,5,57,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8398,NP,NPL,Nepal,2020-04-30T00:00:00.000Z,0,57,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8399,NP,NPL,Nepal,2020-05-01T00:00:00.000Z,2,59,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8400,NP,NPL,Nepal,2020-05-02T00:00:00.000Z,0,59,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8401,NP,NPL,Nepal,2020-05-03T00:00:00.000Z,10,69,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8402,NP,NPL,Nepal,2020-05-04T00:00:00.000Z,6,75,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8403,NP,NPL,Nepal,2020-05-05T00:00:00.000Z,7,82,0,0,尼泊尔,Népal,Nepal,Непал,نيبال
8404,NL,NLD,Netherlands,2020-02-27T00:00:00.000Z,1,1,0,0,荷兰,Pays-Bas,Países Bajos,Нидерланды,هولندا
8405,NL,NLD,Netherlands,2020-02-28T00:00:00.000Z,1,2,0,0,荷兰,Pays-Bas,Países Bajos,Нидерланды,هولندا
